Date,MMM,AMGN,AXP,AAPL,BA,CAT,CVX,JPM,CSCO,GS,NKE,MSFT,MCD,MRK,VZ,V,DIS,UNH,INTC,IBM,WBA,JNJ,WMT,KO,TRV,PG,HD
2017-01-04,0.001515122724371706,0.014097663488190103,0.01626057093610962,-0.001120129695393081,0.010456589486014108,-0.00447853831404595,-0.00025448754468605854,0.0018425269108544708,-0.005962279194944901,0.006437141327535611,0.020752785294252816,-0.00448448004174914,-0.0011711751119434942,-0.000332688718661165,-0.0011000259622338817,0.008143314017442005,0.012738847048853181,0.002845317811612933,-0.005204662009893661,0.012305434262005996,0.00024076323972865138,-0.0016413858522337792,0.005809061610551965,-0.003595006630770082,-0.005390963144585392,0.0035568813919576647,0.008821213939678163
2017-01-05,-0.0034267193176778527,0.0007194926264535024,-0.012403000979218032,0.005072610150002162,0.0005675945378265421,-0.006110304169164808,-0.004338163218558705,-0.009247507085251624,0.002322864771906081,-0.007472504669644709,-0.00018859014381556255,0.0,0.0018396660379525918,-0.00033279943728051664,0.0021985629210856156,0.011659475816310822,-0.0005585306916503056,0.0016660738133606051,-0.0016494006650563697,-0.0033142072773053905,0.0006022720876218725,0.0104080803365921,0.0021695261929485054,0.00239803270580969,-0.016095431676352346,0.006605047715284691,-0.01187841197291373
2017-01-06,0.002922037153805298,0.024536053307032707,0.001989733168930851,0.011086801721526426,0.0024542052524544025,0.00042980119522701684,-0.00401454629103826,0.00011606813233378392,0.0019868391133414033,0.0147262213810506,0.015892620336190596,0.00863042233244122,0.00881635739285911,0.002658420843150736,-0.014945948292144493,0.013717359294341269,0.01479046918144514,0.0014172671526857577,0.00357038251150622,0.00490773092677025,0.0008426617363455941,-0.004803526262022003,-0.013821591880734906,-0.0002395225108626833,-0.0005072894231216643,-0.000352343662347322,-0.0027670435488765317
2017-01-09,-0.005400887745431316,0.013053577144275885,0.005154239778567014,0.00911749817595307,-0.004914656355896583,-0.0072270853432087265,-0.008595460170682368,0.0006962308931178175,-0.0016552347228631003,-0.008241461384799609,-0.009879567872221377,-0.0031876545203154017,-0.00273628418400634,0.013677170136014782,-0.01094986919684969,-0.005611088881418145,-0.005705386414496379,-0.002836339993973738,0.0035568802380991672,-0.01115123830980758,-0.0066402023821494505,-0.0001718585111626367,0.006570688466141515,-0.010113336412520081,-0.008064723474097538,-0.0074369618576238345,0.005824241582112059
2017-01-10,-0.003899942319380432,-0.0005034818157572011,0.010360009765008836,0.0010080037853813695,0.004725957688176139,0.015682263076128005,-0.007625686569953005,0.002896574735301569,0.006604714521465434,-0.0013183479176794334,-0.005071068992870332,-0.0003193713212658817,-0.0014958069877319623,-0.019501436341440335,0.0015175268608729542,-0.0053966445730294285,0.0001845276307424982,-0.002287296524197066,-0.0019137848198788438,-0.012786447614806061,0.0014522292009807299,-0.0010326177968569645,-0.007010327722734633,-0.0067996846949125835,-0.001193926200098557,-0.010840776307798401,0.01323930672189088
2017-01-11,0.007391269814399028,-0.013571017709897855,0.00338618393940301,0.00535894953471487,0.0020723872993156315,0.008701278117690522,0.008402336980376674,0.007492767641353634,-0.007599248247500071,0.013065213819542173,-0.007939698718602914,0.009061300292601604,0.0052253826722325316,0.02813845311583012,-0.005702350344664607,0.006007948391606618,0.009732866943919644,0.0019164633562233735,0.011158149822962303,0.013382630042168707,0.02106608481926039,-0.012386999089234794,0.004387280989240456,0.00024372012535957965,0.0040027772469892154,0.003109483612877276,-0.0029431389856342154
2017-01-12,-0.002532908571978995,-0.008077536746575291,-0.00039016214289949264,-0.004184045580447192,-0.006988077387924943,-0.0069974145626261605,0.001982103334990557,-0.009693491091762573,-0.003655211347016531,-0.007843379611633927,-0.005518923694201626,-0.00922095806709706,0.010042081689292146,0.009367117436637097,0.004184823483791723,-0.005270187640553579,-0.01760651282188547,0.002899184412750539,-0.006516707005699461,0.0011918014419070738,-0.00605862522594672,-0.0009591959196452711,-0.008205059342691319,-0.0024388623888960933,-0.00767930036134588,0.001074314848748758,-0.004653643274169817
2017-01-13,-0.0002820623034619962,0.004879808373419853,-0.00338739904238102,-0.001762668534134072,0.00340575009008346,0.005199705099062856,0.0018918719989147875,0.005319945888429438,0.0009980210084140524,0.0018848740541653804,0.009874631098875803,0.0014363333811769881,-0.0049262177333102095,0.0020873355538565974,-0.0024706150209247704,-0.0024611917211535134,0.004916667557278339,-0.0034550226383949496,0.0021771618071670454,-0.0036386632402355956,-0.0011923432711173994,-0.00017461154432456472,-0.012435568787729676,-0.0017108966844101832,0.0025662997948262523,0.0020254218520807388,-0.000222028564164915
2017-01-17,-0.000732983665577285,-0.008490718509338916,-0.00026122045689279996,0.008032088420404142,-0.007330200873538872,-0.0096782434131087,-0.0008595213098499031,-0.03700873878236761,-0.00266381024174578,-0.035667453910498775,0.013700316142142554,-0.002715043895287587,0.010235470671271136,-0.01389101039115975,0.0036092633089954,0.0011083445726837282,-0.0008332510484976382,-0.007070533348742662,0.0002717892871565825,0.003280920518934537,0.0047605346042952105,0.002353287257608255,0.019034324106096994,0.008282593080793443,0.003496801306970459,0.0141828493851619,0.006568753915274207
2017-01-18,0.006915078805715499,0.00624647737480597,0.011551683778474082,-8.342936547300058e-05,0.004114183183888337,0.005694758313945596,-0.002928149426279713,0.004656930804985267,0.00133279210623615,-0.006169862165793672,-0.007108186006718831,-0.00047967326698252594,-0.00032570515129583087,-0.005055157427167399,-0.009334369534829088,0.00405277126581274,0.0017583292547574227,-0.018342461512761116,-0.0010876619322959624,-0.006513078203770799,-0.001187872194140652,-0.0014810016106665566,-0.004541028671540882,0.0016967965125094053,0.009152628275588853,0.004602830897760496,0.0016909299709461868
