Date,AAPL,MSFT,SBUX,DB,GLD,TSLA
2017-01-04,-0.001119848785065907,-0.004484347096394624,0.011496539683932466,0.060017859244920466,0.0035241475629946054,0.04505471633347787
2017-01-05,0.005072469616184618,0.0,0.0083592381933414,-0.01596731650418553,0.015395946803090798,-0.001057861030955868
2017-01-06,0.011086801721526426,0.008630421190003608,0.01179685238976007,0.0005190775301407031,-0.007399862806678017,0.009917553493924881
2017-01-09,0.009117429662907597,-0.0031877863232323213,0.018556148647788057,-0.011482519984038554,0.008198942430912352,0.009863458023055665
2017-01-10,0.0010082776304543547,-0.0003193713212658817,-0.00551342436761017,-0.020149096113859746,0.004251209640407789,-0.006115156941657509
2017-01-11,0.0053586761244753004,0.009061365829042062,0.00379381643813562,0.024339790446030858,0.003088451356458922,-0.0006092435195030356
2017-01-12,-0.004184045865886279,-0.009221155890638632,-0.0012055763806359308,-0.021665377347940308,0.0036058581395100996,-0.000609614923456095
2017-01-13,-0.0017626686547428376,0.0014363996196657455,-0.0031066483008347634,0.024275776708891784,0.002630155985373185,0.03492463195369908
2017-01-17,0.008032292777431815,-0.0027149116184986026,0.002589506262043142,-0.03285932821084835,0.014257386660884261,-0.009169203719983601
2017-01-18,-8.342935413667776e-05,-0.00047987201507623735,0.007728747800192965,0.009651468604458698,-0.008495159639561354,0.011731632670332903
2017-01-19,-0.0017515843909488116,-0.003205089469999663,-0.009627053233524816,0.007442905551517496,-0.0008709816243124942,0.022402035945969845
2017-01-20,0.0018350137450855646,0.007037765272307464,-0.003981131506059396,0.015764954054871962,0.0024367465635149513,0.003971315219317114
2017-01-23,0.0006663696818841242,0.0035003955595150978,0.0017330915115724946,0.003123279377847572,0.006411370524106662,0.016976100373868687
2017-01-24,-0.0009164068150597713,0.008855346452454015,0.011703809058950028,0.030204585016113155,-0.00450104004040464,0.022601411503190925
2017-01-25,0.015795254310230142,0.002515678730745552,0.004439190741170047,0.05015804849022689,-0.00827564253844338,-0.0005500843249134191
2017-01-26,0.000492244780841779,0.009222343313564153,-0.004096872501469131,-0.0024010657120716494,-0.00931545140516917,-0.0077321030234220765
2017-01-27,8.196153615224219e-05,0.023222791679820262,-0.04085074653530327,-0.016481274741405597,0.002028628943019752,0.0017409759146729197
2017-01-30,-0.0026275144227222978,-0.009930535153825023,-0.003927701546386902,-0.01725440695416377,0.004220558088409409,-0.009213992922049127
2017-01-31,-0.002304659722080062,-0.007397161232806874,-0.01223918806959463,-0.009995114043949017,0.013768096552717091,0.0051734895114166285
2017-02-01,0.059193604136130874,-0.016689134431387028,-0.024194522851211427,0.02773826057009124,-0.003033641360264487,-0.010735061799641487
2017-02-02,-0.0017102607016073609,-0.006469451922785611,-0.0005569378907540551,-0.03682008460478446,0.005540175253055282,0.009225563392159148
2017-02-03,0.004270211448283732,0.00804114774741992,0.021849847028649283,0.02354225097520731,0.002500332582847749,-0.0008750106521047401
2017-02-06,0.00933010495012451,-0.0006285381088841762,0.012095154721763094,-0.02303563817899474,0.013428758731216857,0.025300974445146132
2017-02-07,0.009472160408715471,-0.0033052449256223064,-0.004335368916848948,-0.011207382776973265,-0.002041146037959061,-0.0011257522514144802
2017-02-08,0.0038697889085889253,-0.0014198566548036002,-0.000362124116995427,-0.016008545638125208,0.006195677380773958,0.017707791875794108
2017-02-09,0.007200320322877852,0.011303190885094216,0.010628149181002284,0.0025994369817566314,-0.0076440113416854985,0.026804792953342108
2017-02-10,-0.0022682314198084062,-0.000937035710260277,0.007319235702782061,-0.016754366596834998,0.0026395141502793757,0.00011148015529282554
2017-02-13,0.00881637141361662,0.011187211066205837,-0.0019586032425318646,0.014154929615078405,-0.00682592596717586,0.04136410186266171
2017-02-14,0.0128962320469601,0.003723636478244676,0.008341564296871818,0.016520814764413146,0.0011123712399388251,0.0013533285363129279
2017-02-15,0.003622351691424763,-0.0006195802076916114,0.004936568677531579,0.022779990015419034,0.0044372173593291335,-0.00435139031446982
2017-02-16,-0.0011812245902505225,-0.0001550826491237339,-0.002288948001933333,-0.010060373309600412,0.005349691237603948,-0.03940661510481738
2017-02-17,0.002729721603616883,0.0015488534755368204,0.010869584910638436,-0.01888308610529529,-0.0033932974726115484,0.012121775789011094
2017-02-21,0.007194762888768948,-0.002013735151742496,0.0033075337816214504,0.008720368765539858,0.0005946540100771037,0.018777153847110366
2017-02-22,0.0029947681274186755,-0.0020179263794305874,0.0005213923712445035,0.0035686080638038602,0.0013579197505681978,-0.014086292115606103
2017-02-23,-0.004239542390760631,0.004031661531173079,0.0012151050091750823,0.003048791637280713,0.00869753215772035,-0.06619976293766883
2017-02-24,0.0009522282168777608,0.0,-0.0027799493676583576,-0.029868424971531023,0.006369402264058673,0.0039376971511312624
2017-02-27,0.0019737087036508275,-0.006053475912257792,-0.012252681946349958,0.02325102527044633,-0.004857175635850916,-0.042810051837845475
2017-02-28,0.0004383367643885173,-0.003899967963591203,0.0015836687326954138,0.005602168264133355,0.0009230175401251751,0.015154913399975685
2017-03-01,0.020233378956460775,0.0148933224076626,0.004736538190164791,0.048088510181952364,-0.0014268817535848305,0.00011993168485901984
2017-03-02,-0.0059555029440808765,-0.0144245429616685,-0.0003500807920262879,-0.022021997779277675,-0.012508578672613836,0.0018382577734033126
2017-03-03,0.005883613549657778,0.0037423453706492324,-0.0003501283883590459,-0.0434849314999511,-0.0005955140219629334,0.004342173871295661
2017-03-06,-0.0031528814051151625,0.0003112522052274256,-0.007382819637305634,-0.0389932435031579,-0.006745539852068352,-0.0014320481056087722
2017-03-07,0.001291133213511806,0.002020749399886771,-0.008504555205717391,-0.007551516448173459,-0.008086086565359004,-0.01048433133048071
2017-03-08,-0.003734277460415391,0.00911953377687447,-0.008218858845256838,0.0,-0.006238117890961693,-0.006943029517876438
2017-03-09,-0.002304895319392032,-0.004008345460905778,-0.009916225195720357,0.030919291181856868,-0.005140919622256575,-0.008011860916409338
2017-03-10,0.0033118522317572433,0.0030850310230528368,-0.012030760416292837,0.029991994698275168,0.0021815968976861885,-0.004953088918532334
2017-03-13,0.0004311427940306314,-0.0033942617863326986,0.001832262502449886,-0.0005095556240240842,0.00017429306368713733,0.01012539541037759
2017-03-14,-0.0015096969217502762,-0.0046465859763948755,-0.006611632294388184,-0.018518996620353334,-0.005418130142925278,0.046937290291773334
2017-03-15,0.010520788728857451,0.00526469762054761,0.00496273933701667,0.0005190775301407031,0.018492494054676123,-0.008837356078796606
2017-03-16,0.001636195854818219,-0.001700154088888327,0.004755922256873096,0.016980131603383315,0.004120559955210867,0.024413012744144803
2017-03-17,-0.004988074617056003,0.00355175576891995,0.017724981364931957,-0.02951286206119747,0.0022248383768926597,-0.0021010534960668706
2017-03-20,0.010445912239311449,0.0009245484621482508,0.0005381461995431196,-0.034753662268297666,0.004435011725417898,0.0016048232088261534
2017-03-21,-0.011518146224316411,-0.011150887925804868,-0.004849840737340055,-0.07335490946487142,0.008727009558066982,-0.04386183669150123
2017-03-22,0.01123544546027218,0.012689651835942397,0.0062818738825510655,-0.0017579896398438437,0.0024434516279076965,0.01712559436469392
2017-03-23,-0.0035419593753840324,-0.0024633123722856793,-0.0007159519373178695,-0.008245184236201578,-0.001347399463717088,-0.0009024353569705339
2017-03-24,-0.0019889908660988974,0.0016941313708790482,0.01704301492085038,-0.004742108756806531,0.0015998188263156232,0.032361869904410125
2017-03-27,0.0017055523494467952,0.001845054062592636,0.007365686846909861,0.0071049660275731555,0.005621040603803889,0.026474241022969476
2017-03-28,0.0205145705152723,0.0029143334854096394,0.002094619367705478,0.025052180653304702,-0.0041077969016607725,0.02640431249256799
2017-03-29,0.002222694765895503,0.002753283810363082,0.0033075337816214504,0.0028728642871499463,0.0024332009503229184,-0.0002523628087131931
2017-03-30,-0.0013189246607617194,0.0036589793990730096,0.010717536990034675,-0.009801318729924381,-0.007233005455458062,0.0019448573202456316
2017-03-31,-0.00187751460550666,0.0022800586302618945,0.0039466850022394275,-0.005810608695936239,0.002108015430704589,0.0013663698860456703
2017-04-03,0.0002780673938703387,-0.004717848191248328,0.0008560228906921334,-0.027172213309763826,0.005292550298656713,0.070137242448815
2017-04-04,0.00741852349623516,0.0027421897621615105,-0.0020554376602578924,-0.002998633053217221,0.0022597345773738855,0.017203522847955472
2017-04-05,-0.005194283633466931,-0.002589669381416486,-0.0017160856609525525,-0.00904986206783432,0.0,-0.02906501009148396
2017-04-06,-0.002502307256638563,0.002589669381416356,-0.005166441401666893,0.006042454252324899,-0.003685116697841802,0.012464332322556943
2017-04-07,-0.002230385069388958,-0.0007611116380744655,0.0017251884388045924,-0.008469585529852445,0.002346621760815808,0.012773705710770768
2017-04-10,-0.0011865110401397254,-0.002286251506104352,-0.001207437571256987,0.0006073506968113148,0.0,0.032038958438399955
2017-04-11,-0.010814642027458741,-0.0007631839927483498,-0.0012082313077303479,-0.0091491591531877,0.014378002485395934,-0.011850052290564796
2017-04-12,0.0011994046343011381,-0.0038255646959350635,-0.005196794248365971,-0.007997604772522347,0.006825356086692966,-0.039209091560892646
2017-04-13,-0.0053027917102496285,-0.004301719198528772,-0.001216520897714488,-0.020593547498400394,0.0047420728437496,0.02383441524190169
2017-04-17,0.0055141135716299935,0.008127283894463835,0.009862729271352778,0.01626056722861056,-0.0029407031136137306,-0.00845666406090481
2017-04-18,-0.004451878146247446,-0.0013756413293572222,0.004637647165394091,-0.009975173405357118,0.004733558474010278,-0.0039555765419476896
2017-04-19,-0.0036893047005036616,-0.005366878288714852,0.011756181194552734,0.007490630047873494,-0.008914361418128501,0.01739979616054783
2017-04-20,0.012433380279422018,0.007047674580234238,0.017461781283718694,0.028809797953012382,0.001887609614885789,-0.009900896273072043
2017-04-21,-0.0011943543465161204,0.013647016246874697,0.008782725771429826,-0.0030257298193126308,0.002865670925194773,0.01016269167415908
2017-04-24,0.009583510283631542,0.016874710426601467,0.008215740432165747,0.10735859772579227,-0.006809117727285548,0.007920155624319988
2017-04-25,0.006177036704736237,0.005758632124685729,-0.002457691750379089,0.006511055212116704,-0.010176758825308857,0.018526737287367458
2017-04-26,-0.005898591565895572,-0.0013257040391978403,0.00979452330984885,0.01875227870834791,0.004894417227160271,-0.011603422813120651
2017-04-27,0.0007648729872843199,0.006465474972692842,-0.004232769386546983,-0.03731170719316392,-0.003730858335881937,-0.004977395109534086
2017-04-28,-0.0009738125856859527,0.002779319952989476,-0.020435332539100196,-0.004417581071389974,0.003151414614046289,0.01747276307599213
2017-05-01,0.020191731414197316,0.013781660725597875,0.001995806101619278,0.00826692334228149,-0.009149943206636764,0.027509961221330346
2017-05-02,0.0063246203244497695,-0.001586216361013809,0.005303182371286363,0.0027403755812618314,-0.00016711217732273407,-0.012279655191125689
2017-05-03,-0.0030551916515045123,-0.0031797626337213853,0.001486647908148088,0.010887456241341336,-0.014055680078894413,-0.024988957514322178
2017-05-04,-0.0036107204818041356,-0.003916229538841946,0.003953106877494004,0.0166448363328934,-0.010137688898777003,-0.05132381079141148
2017-05-05,0.01644777571796112,0.0027575980632976297,0.0019707789609685377,0.02989992361843798,0.0018819613581217375,0.042702117996785756
2017-05-08,0.026825453602069806,-0.0008700494778457624,-0.00016408331519967109,-0.014576041369973205,-0.0022245229386793674,-0.003769058367984145
2017-05-09,0.006384297108183811,0.001449383964342678,0.00476696350830508,-0.011603539195613754,-0.006013737531638919,0.044784301481289424
2017-05-10,-0.00475211585490592,0.0039032679425081936,-0.005261343782697489,0.008452373602501596,-8.619187440805963e-05,0.012251109299595213
2017-05-11,0.008611320509621675,-0.012339652684323667,-0.006449992172455184,-0.010576542649145381,0.003956305862795571,-0.006539970681797775
2017-05-12,0.013869067890932054,-0.0011693714837990726,-0.005657354126926732,-0.0021289066170940723,0.0028286293961141936,0.005278449651668287
2017-05-15,-0.0025657673736462923,0.0007308294282139763,0.008639329991076734,0.013756976986074611,0.00264989304932151,-0.027877991127760626
2017-05-16,-0.0014782948704901236,0.019935689448299838,-0.0078053018230926745,0.012532730457814232,0.004344332691827055,0.0035709820851973894
2017-05-17,-0.03415235409626175,-0.028199683127670704,-0.004176757290707809,-0.03323966042186191,0.018026089242991115,-0.03498883946910877
2017-05-18,0.015126583117163446,0.0034021497315139303,0.0015056145860790544,0.002143629594383519,-0.008214659464641129,0.02245034118751303
2017-05-19,0.0034030315793235387,-0.0002952039178909991,0.025418020938326742,0.030448299030780085,0.0049536558166890015,-0.007148712838925957
2017-05-22,0.006057831017381269,0.011165245368596047,-0.0021207616997755115,0.004192876499326236,0.004178861021674379,-0.001545426150609792
